class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring
p,x,s,n,f,s,f,c,n,b,t,?,k,s,w
p,x,s,e,f,f,f,c,n,b,t,?,k,k,p
p,f,s,n,f,s,f,c,n,b,t,?,k,s,w
p,x,s,n,f,f,f,c,n,b,t,?,s,k,p
p,f,s,e,f,y,f,c,n,b,t,?,k,s,p
p,k,y,n,f,y,f,c,n,b,t,?,s,k,w
p,x,s,n,f,y,f,c,n,b,t,?,s,k,p
p,f,y,n,f,y,f,c,n,b,t,?,k,s,w
p,k,y,n,f,y,f,c,n,b,t,?,k,s,w
p,f,s,e,f,s,f,c,n,b,t,?,k,s,w
p,f,s,n,f,f,f,c,n,b,t,?,k,k,p
p,x,s,e,f,y,f,c,n,b,t,?,s,k,w
p,x,s,n,f,f,f,c,n,b,t,?,s,s,p
p,f,y,n,f,y,f,c,n,b,t,?,k,s,p
p,f,y,n,f,s,f,c,n,b,t,?,s,k,p
p,x,s,e,f,y,f,c,n,b,t,?,s,s,w
p,f,y,n,f,y,f,c,n,b,t,?,k,s,w
p,x,y,e,f,s,f,c,n,b,t,?,s,s,p
p,f,y,n,f,y,f,c,n,b,t,?,k,k,w
p,f,y,e,f,s,f,c,n,b,t,?,k,s,w
p,x,y,e,f,f,f,c,n,b,t,?,k,s,p
p,f,s,e,f,y,f,c,n,b,t,?,s,s,p
p,k,s,n,f,s,f,c,n,b,t,?,s,k,w
p,x,y,e,f,f,f,c,n,b,t,?,s,s,p
p,x,s,n,f,f,f,c,n,b,t,?,k,s,p
p,f,s,e,f,s,f,c,n,b,t,?,k,s,p
p,f,s,e,f,y,f,c,n,b,t,?,s,s,w
e,b,f,g,f,n,f,w,b,p,e,?,s,k,w
p,x,s,n,f,y,f,c,n,b,t,?,k,s,w
p,k,s,n,f,s,f,c,n,b,t,?,k,s,w
e,b,s,n,f,n,a,c,b,o,e,?,s,s,o
p,f,s,n,f,y,f,c,n,b,t,?,s,s,p
p,f,y,n,f,s,f,c,n,b,t,?,k,k,p
p,x,y,e,f,s,f,c,n,b,t,?,s,k,w
p,x,s,e,f,s,f,c,n,b,t,?,k,s,p
p,k,y,c,f,m,a,c,b,w,e,c,k,y,c
p,x,s,e,f,s,f,c,n,b,t,?,s,s,w
p,f,s,n,f,s,f,c,n,b,t,?,k,k,w
p,x,s,n,f,y,f,c,n,b,t,?,k,k,p
p,x,y,e,f,s,f,c,n,b,t,?,s,k,w
p,x,s,e,f,f,f,c,n,b,t,?,k,k,p
p,f,s,e,f,f,f,c,n,b,t,?,s,s,p
p,f,s,n,f,f,f,c,n,b,t,?,s,k,p
p,f,s,n,f,s,f,c,n,b,t,?,k,k,w
p,f,y,e,f,y,f,c,n,b,t,?,k,s,p
p,x,s,e,f,y,f,c,n,b,t,?,s,k,p
p,f,y,e,f,s,f,c,n,b,t,?,s,k,w
p,f,y,n,f,y,f,c,n,b,t,?,s,k,p
p,x,y,e,f,f,f,c,n,b,t,?,k,k,w
p,f,y,e,f,s,f,c,n,b,t,?,k,s,p
p,f,s,e,f,f,f,c,n,b,t,?,k,k,w
p,f,s,e,f,f,f,c,n,b,t,?,k,s,p
p,x,s,e,f,y,f,c,n,b,t,?,k,k,w
p,x,s,e,f,f,f,c,n,b,t,?,k,k,p
p,k,y,e,f,s,f,c,n,b,t,?,s,s,w
p,x,y,e,f,f,f,c,n,b,t,?,s,s,w
p,x,s,e,f,y,f,c,n,b,t,?,s,s,p
p,x,s,n,f,y,f,c,n,b,t,?,k,k,p
p,x,s,n,f,s,f,c,n,b,t,?,s,s,w
p,f,s,n,f,y,f,c,n,b,t,?,s,k,p
p,f,y,n,f,s,f,c,n,b,t,?,k,k,w
p,x,s,e,f,s,f,c,n,b,t,?,s,k,w
p,k,s,n,f,f,f,c,n,b,t,?,s,k,p
p,f,s,n,f,y,f,c,n,b,t,?,s,s,w
p,f,y,n,f,f,f,c,n,b,t,?,k,k,w
p,f,y,e,f,y,f,c,n,b,t,?,s,k,p
p,f,y,e,f,s,f,c,n,b,t,?,s,k,p
p,f,y,n,f,f,f,c,n,b,t,?,k,s,p
p,x,s,e,f,y,f,c,n,b,t,?,k,s,w
p,f,y,n,f,s,f,c,n,b,t,?,s,k,w
p,f,s,n,f,s,f,c,n,b,t,?,k,s,w
p,f,s,e,f,f,f,c,n,b,t,?,s,k,p
p,x,s,n,f,y,f,c,n,b,t,?,s,s,p
p,f,y,e,f,f,f,c,n,b,t,?,s,s,w
p,k,y,n,f,y,f,c,n,b,t,?,k,k,p
p,f,s,n,f,y,f,c,n,b,t,?,k,s,w
p,f,y,n,f,f,f,c,n,b,t,?,s,k,p
p,f,s,e,f,y,f,c,n,b,t,?,k,k,p
p,x,s,n,f,f,f,c,n,b,t,?,s,k,w
p,f,s,e,f,f,f,c,n,b,t,?,s,k,p
p,x,s,e,f,f,f,c,n,b,t,?,s,k,w
p,f,y,e,f,s,f,c,n,b,t,?,s,s,p
p,x,s,e,f,y,f,c,n,b,t,?,k,k,p
p,f,s,e,f,s,f,c,n,b,t,?,s,k,w
p,f,s,n,f,f,f,c,n,b,t,?,k,s,w
p,x,s,n,f,y,f,c,n,b,t,?,s,k,p
p,x,s,e,f,s,f,c,n,b,t,?,s,s,p
p,f,s,e,f,s,f,c,n,b,t,?,s,k,w
p,x,s,e,f,f,f,c,n,b,t,?,s,k,p
p,x,s,n,f,s,f,c,n,b,t,?,k,s,w
p,f,s,e,f,f,f,c,n,b,t,?,k,k,p
p,x,y,e,f,s,f,c,n,b,t,?,s,k,w
p,x,s,n,f,y,f,c,n,b,t,?,s,k,p
p,x,y,e,f,s,f,c,n,b,t,?,s,s,w
p,f,s,e,f,y,f,c,n,b,t,?,k,k,w
p,x,s,e,f,s,f,c,n,b,t,?,k,s,w
p,f,y,n,f,f,f,c,n,b,t,?,s,s,p
p,x,s,e,f,f,f,c,n,b,t,?,k,s,w
p,x,s,n,f,s,f,c,n,b,t,?,k,s,w
p,f,s,e,f,y,f,c,n,b,t,?,k,s,w
p,x,s,e,f,s,f,c,n,b,t,?,s,k,p
p,f,s,n,f,y,f,c,n,b,t,?,k,k,w
p,x,y,e,f,s,f,c,n,b,t,?,k,k,w
p,f,y,e,f,y,f,c,n,b,t,?,k,k,p
p,x,y,e,f,s,f,c,n,b,t,?,k,k,p
p,k,y,n,f,y,f,c,n,b,t,?,k,k,w
p,f,y,n,f,y,f,c,n,b,t,?,s,s,w
p,x,y,e,f,f,f,c,n,b,t,?,s,s,p
p,f,s,n,f,y,f,c,n,b,t,?,s,s,w
p,x,s,e,f,s,f,c,n,b,t,?,k,k,p
p,f,s,e,f,y,f,c,n,b,t,?,k,s,p
e,x,f,g,f,n,f,w,b,g,e,?,k,k,w
p,x,s,e,f,y,f,c,n,b,t,?,s,k,w
p,f,s,n,f,f,f,c,n,b,t,?,s,k,p
p,f,s,n,f,s,f,c,n,b,t,?,s,s,p
p,x,s,e,f,f,f,c,n,b,t,?,s,k,w
p,x,s,e,f,y,f,c,n,b,t,?,k,s,w
p,x,s,e,f,s,f,c,n,b,t,?,k,s,w
p,f,y,e,f,y,f,c,n,b,t,?,k,s,w
e,b,f,g,f,n,f,w,b,w,e,?,s,s,w
p,f,y,n,f,s,f,c,n,b,t,?,k,s,w
p,f,y,e,f,f,f,c,n,b,t,?,s,k,p
p,f,y,n,f,s,f,c,n,b,t,?,s,s,p
p,f,s,n,f,f,f,c,n,b,t,?,s,k,p
p,f,y,n,f,f,f,c,n,b,t,?,s,k,w
p,x,y,e,f,s,f,c,n,b,t,?,k,s,p
p,f,y,n,f,s,f,c,n,b,t,?,s,s,w
p,x,s,n,f,y,f,c,n,b,t,?,s,k,p
p,f,y,e,f,f,f,c,n,b,t,?,s,s,p
e,k,f,g,f,n,f,w,b,p,e,?,k,s,w
e,b,s,n,f,n,a,c,b,y,e,?,s,s,o
p,f,s,n,f,s,f,c,n,b,t,?,s,s,w
p,x,s,n,f,s,f,c,n,b,t,?,s,s,p
p,f,y,n,f,s,f,c,n,b,t,?,s,s,p
p,f,s,e,f,s,f,c,n,b,t,?,k,s,w
p,f,y,n,f,y,f,c,n,b,t,?,s,s,p
p,f,s,n,f,f,f,c,n,b,t,?,s,s,p
p,f,y,e,f,y,f,c,n,b,t,?,s,s,p
p,f,y,e,f,f,f,c,n,b,t,?,k,k,p
p,f,s,n,f,s,f,c,n,b,t,?,k,k,w
p,x,s,e,f,y,f,c,n,b,t,?,s,k,w
e,x,f,w,f,n,f,w,b,g,e,?,s,k,w
p,f,s,n,f,f,f,c,n,b,t,?,s,s,p
p,x,s,e,f,y,f,c,n,b,t,?,k,s,p
p,x,s,n,f,y,f,c,n,b,t,?,k,s,p
p,x,s,n,f,y,f,c,n,b,t,?,k,s,p
p,x,s,n,f,f,f,c,n,b,t,?,k,k,p
p,k,y,n,f,y,f,c,n,b,t,?,k,k,p
p,f,s,n,f,y,f,c,n,b,t,?,k,k,w
p,x,y,e,f,y,f,c,n,b,t,?,s,s,w
p,f,s,n,f,y,f,c,n,b,t,?,s,s,p
p,f,s,n,f,f,f,c,n,b,t,?,s,k,w
p,x,s,n,f,s,f,c,n,b,t,?,s,k,w
p,x,s,n,f,f,f,c,n,b,t,?,s,s,p
p,x,y,e,f,s,f,c,n,b,t,?,s,s,w
p,f,s,e,f,f,f,c,n,b,t,?,s,s,w
p,f,s,e,f,s,f,c,n,b,t,?,k,k,w
p,f,y,n,f,f,f,c,n,b,t,?,s,k,w
p,x,s,e,f,s,f,c,n,b,t,?,s,k,p
p,f,s,e,f,s,f,c,n,b,t,?,s,s,w
p,f,y,e,f,s,f,c,n,b,t,?,s,s,p
p,f,y,e,f,y,f,c,n,b,t,?,k,k,p
p,x,y,e,f,s,f,c,n,b,t,?,k,k,w
p,f,y,n,f,f,f,c,n,b,t,?,k,k,w
p,f,s,n,f,f,f,c,n,b,t,?,s,s,w
p,f,s,n,f,y,f,c,n,b,t,?,k,s,p
p,k,y,e,f,f,f,c,n,b,t,?,k,k,w
p,f,s,e,f,y,f,c,n,b,t,?,s,s,w
p,x,s,e,f,s,f,c,n,b,t,?,k,s,p
p,x,y,e,f,y,f,c,n,b,t,?,s,k,w
p,f,y,e,f,f,f,c,n,b,t,?,s,k,w
p,x,y,e,f,s,f,c,n,b,t,?,k,k,w
p,f,y,e,f,f,f,c,n,b,t,?,s,s,w
p,f,y,n,f,y,f,c,n,b,t,?,k,k,p
p,f,y,e,f,y,f,c,n,b,t,?,s,k,p
p,x,y,e,f,s,f,c,n,b,t,?,s,s,w
p,x,s,e,f,y,f,c,n,b,t,?,s,k,p
p,f,s,e,f,f,f,c,n,b,t,?,k,s,p
p,f,s,e,f,f,f,c,n,b,t,?,k,k,p
p,x,s,e,f,f,f,c,n,b,t,?,s,s,w
p,f,s,e,f,y,f,c,n,b,t,?,k,k,w
p,f,s,e,f,s,f,c,n,b,t,?,s,s,w
p,f,s,n,f,y,f,c,n,b,t,?,k,k,p
p,f,y,e,f,f,f,c,n,b,t,?,k,k,p
p,f,y,n,f,s,f,c,n,b,t,?,k,k,p
p,k,s,e,f,f,f,c,n,b,t,?,k,k,w
p,f,s,n,f,y,f,c,n,b,t,?,k,k,p
p,f,y,n,f,y,f,c,n,b,t,?,s,s,p
p,f,s,e,f,s,f,c,n,b,t,?,k,s,p
p,f,y,e,f,y,f,c,n,b,t,?,s,s,w
p,x,s,n,f,y,f,c,n,b,t,?,s,s,p
p,k,y,n,f,y,f,c,n,b,t,?,k,k,p
p,x,y,e,f,s,f,c,n,b,t,?,k,k,w
p,x,s,e,f,f,f,c,n,b,t,?,s,s,w
e,x,s,g,f,n,f,w,b,w,e,?,k,s,w
p,k,y,n,f,y,f,c,n,b,t,?,k,s,p
p,x,s,n,f,y,f,c,n,b,t,?,k,s,w
p,f,s,n,f,s,f,c,n,b,t,?,s,k,w
p,f,s,n,f,s,f,c,n,b,t,?,s,s,w
p,x,s,e,f,s,f,c,n,b,t,?,k,k,w
p,f,s,e,f,f,f,c,n,b,t,?,s,k,p
p,f,y,e,f,f,f,c,n,b,t,?,k,k,w
p,f,y,e,f,f,f,c,n,b,t,?,k,k,w
p,f,s,n,f,f,f,c,n,b,t,?,k,s,w
p,f,s,e,f,f,f,c,n,b,t,?,s,s,p
p,x,s,n,f,f,f,c,n,b,t,?,k,s,w
p,f,s,e,f,f,f,c,n,b,t,?,k,k,p
p,x,s,e,f,s,f,c,n,b,t,?,s,s,w
p,f,s,e,f,y,f,c,n,b,t,?,s,s,w
p,f,y,e,f,f,f,c,n,b,t,?,k,s,w
p,k,y,e,f,s,f,c,n,b,t,?,s,s,p
p,f,s,n,f,s,f,c,n,b,t,?,s,s,w
p,k,y,e,f,s,f,c,n,b,t,?,k,s,w
p,f,s,e,f,y,f,c,n,b,t,?,k,k,p
p,f,y,e,f,s,f,c,n,b,t,?,s,k,w
p,f,s,e,f,f,f,c,n,b,t,?,k,k,p
e,b,s,n,f,n,a,c,b,n,e,?,s,s,o
p,x,s,n,f,f,f,c,n,b,t,?,s,k,w
p,f,y,e,f,s,f,c,n,b,t,?,k,s,p
p,f,y,n,f,s,f,c,n,b,t,?,k,k,w
p,f,s,e,f,f,f,c,n,b,t,?,k,k,p
p,f,y,n,f,f,f,c,n,b,t,?,k,k,w
p,k,y,n,f,m,f,c,b,w,e,c,k,y,c
p,x,s,e,f,f,f,c,n,b,t,?,k,k,w
p,f,s,e,f,s,f,c,n,b,t,?,k,k,w
p,k,y,n,f,y,f,c,n,b,t,?,k,s,w
p,f,s,e,f,f,f,c,n,b,t,?,s,s,w
e,k,s,w,f,n,f,w,b,g,e,?,k,k,w
p,f,y,n,f,y,f,c,n,b,t,?,k,s,p
p,f,y,n,f,y,f,c,n,b,t,?,s,k,p
p,f,y,n,f,y,f,c,n,b,t,?,s,s,p
p,f,s,n,f,s,f,c,n,b,t,?,k,k,w
p,f,s,n,f,y,f,c,n,b,t,?,s,s,w
p,f,y,e,f,y,f,c,n,b,t,?,k,k,p
p,x,s,e,f,f,f,c,n,b,t,?,k,s,w
p,f,y,n,f,f,f,c,n,b,t,?,k,s,p
p,x,s,n,f,f,f,c,n,b,t,?,s,k,p
p,x,s,e,f,f,f,c,n,b,t,?,s,k,p
p,x,s,e,f,y,f,c,n,b,t,?,s,k,w
p,f,y,e,f,y,f,c,n,b,t,?,k,k,w
p,x,s,n,f,y,f,c,n,b,t,?,k,s,p
p,x,s,e,f,s,f,c,n,b,t,?,s,s,w
p,f,s,n,f,f,f,c,n,b,t,?,k,s,p
p,x,s,n,f,y,f,c,n,b,t,?,k,k,p
p,f,y,e,f,y,f,c,n,b,t,?,k,s,w
p,x,s,n,f,f,f,c,n,b,t,?,k,k,w
p,f,y,e,f,f,f,c,n,b,t,?,k,k,p
p,f,s,e,f,f,f,c,n,b,t,?,k,s,w
p,f,y,n,f,f,f,c,n,b,t,?,k,k,p
p,f,y,n,f,y,f,c,n,b,t,?,s,s,w
p,x,y,e,f,f,f,c,n,b,t,?,k,k,p
e,k,f,g,f,n,f,w,b,w,e,?,k,k,w
p,x,s,e,f,y,f,c,n,b,t,?,s,k,p
p,k,y,n,f,y,f,c,n,b,t,?,s,k,p
p,k,y,n,f,s,f,c,n,b,t,?,s,k,w
p,x,y,e,f,s,f,c,n,b,t,?,s,s,p
p,f,s,e,f,f,f,c,n,b,t,?,k,s,w
p,f,s,n,f,s,f,c,n,b,t,?,k,s,p
p,f,s,e,f,s,f,c,n,b,t,?,s,k,w
p,x,s,e,f,f,f,c,n,b,t,?,k,s,w
p,f,s,n,f,s,f,c,n,b,t,?,s,s,p
p,f,y,e,f,s,f,c,n,b,t,?,s,k,p
p,x,s,n,f,s,f,c,n,b,t,?,s,k,p
p,x,y,e,f,f,f,c,n,b,t,?,s,k,p
p,f,s,e,f,y,f,c,n,b,t,?,k,s,p
p,x,s,n,f,y,f,c,n,b,t,?,k,k,p
p,f,s,n,f,f,f,c,n,b,t,?,k,s,p
e,x,s,n,f,n,a,c,b,n,e,?,s,s,o
p,k,s,n,f,y,f,c,n,b,t,?,k,k,w
p,f,s,n,f,y,f,c,n,b,t,?,s,s,p
p,k,y,e,f,f,f,c,n,b,t,?,k,s,w
e,x,y,c,t,n,f,c,b,w,e,b,s,s,w
e,b,s,n,f,n,a,c,b,n,e,?,s,s,o
e,k,s,g,f,n,f,w,b,w,e,?,s,k,w
e,x,f,g,f,n,f,w,b,g,e,?,s,k,w
p,x,s,n,f,s,f,c,n,b,t,?,s,k,w
p,k,y,e,f,f,f,c,n,b,t,?,s,s,w
e,x,s,n,f,n,a,c,b,o,e,?,s,s,o
p,k,s,e,f,s,f,c,n,b,t,?,k,k,w
p,b,y,y,f,n,f,w,n,y,e,c,y,y,y
p,x,s,e,f,f,f,c,n,b,t,?,k,s,w
e,b,s,g,f,n,f,w,b,g,e,?,k,k,w
p,k,y,e,f,f,f,c,n,b,t,?,s,k,w
p,k,s,e,f,s,f,c,n,b,t,?,s,k,p
p,f,s,e,f,s,f,c,n,b,t,?,k,k,w
p,f,y,n,f,y,f,c,n,b,t,?,k,s,p
p,f,s,e,f,s,f,c,n,b,t,?,k,k,w
e,k,f,g,f,n,f,w,b,w,e,?,s,k,w
p,k,s,n,f,s,f,c,n,b,t,?,s,s,w
p,k,s,e,f,y,f,c,n,b,t,?,k,s,p
p,f,s,e,f,f,f,c,n,b,t,?,k,s,w
e,b,f,g,f,n,f,w,b,p,e,?,k,k,w
p,f,y,n,f,s,f,c,n,b,t,?,k,k,w
p,f,s,n,f,y,f,c,n,b,t,?,s,s,w
e,f,s,n,f,n,a,c,b,o,e,?,s,s,o
e,x,y,p,t,n,f,c,b,w,e,b,s,s,w
p,f,s,n,f,y,f,c,n,b,t,?,k,k,w
p,k,y,e,f,y,f,c,n,b,t,?,k,k,w
p,f,s,n,f,s,f,c,n,b,t,?,s,s,w
e,b,s,w,f,n,f,w,b,w,e,?,s,k,w
p,x,y,e,f,f,f,c,n,b,t,?,k,k,p
p,f,y,e,f,y,f,c,n,b,t,?,k,s,p
p,f,s,e,f,y,f,c,n,b,t,?,k,s,w
p,k,y,n,f,f,f,c,n,b,t,?,s,s,p
e,x,f,w,f,n,f,w,b,p,e,?,s,s,w
e,b,s,w,f,n,f,w,b,p,e,?,s,s,w
p,k,s,e,f,y,f,c,n,b,t,?,k,k,w
p,f,y,n,f,y,f,c,n,b,t,?,s,k,w
e,f,y,n,t,n,f,c,b,w,e,b,s,s,w
p,k,s,n,f,s,f,c,n,b,t,?,s,s,p
p,k,s,n,f,y,f,c,n,b,t,?,s,k,w
p,f,y,n,f,s,f,c,n,b,t,?,s,k,w
p,f,y,e,f,m,a,c,b,w,e,c,k,y,c
p,x,s,e,f,f,f,c,n,b,t,?,s,k,w
p,k,y,e,f,s,f,c,n,b,t,?,s,s,p
p,x,s,n,f,s,f,c,n,b,t,?,s,k,p
p,k,s,e,f,f,f,c,n,b,t,?,k,k,w
p,k,y,n,f,f,f,c,n,b,t,?,s,k,w
p,f,y,e,f,f,f,c,n,b,t,?,s,s,w
e,x,f,w,f,n,f,w,b,w,e,?,s,s,w
p,k,s,n,f,s,f,c,n,b,t,?,k,s,w
p,f,s,n,f,f,f,c,n,b,t,?,s,k,p
p,k,s,e,f,y,f,c,n,b,t,?,s,k,p
p,k,s,e,f,s,f,c,n,b,t,?,k,k,w
p,k,y,n,f,s,f,c,n,b,t,?,s,s,p
e,k,f,w,f,n,f,w,b,g,e,?,s,s,w
p,k,s,n,f,f,f,c,n,b,t,?,s,s,p
p,k,y,n,f,s,f,c,n,b,t,?,k,s,p
p,k,s,n,f,s,f,c,n,b,t,?,k,k,w
p,k,s,e,f,s,f,c,n,b,t,?,s,s,w
p,x,s,n,f,y,f,c,n,b,t,?,k,k,w
p,x,y,e,f,s,f,c,n,b,t,?,s,s,p
p,f,s,e,f,y,f,c,n,b,t,?,k,k,p
p,k,y,n,f,f,f,c,n,b,t,?,s,s,p
e,b,s,n,f,n,f,c,b,w,e,b,y,y,n
p,f,s,n,f,f,f,c,n,b,t,?,s,s,p
p,k,y,e,f,f,f,c,n,b,t,?,k,k,p
e,x,s,n,f,n,f,c,b,w,e,b,y,y,n
p,f,s,n,f,f,f,c,n,b,t,?,k,k,w
p,k,s,n,f,y,f,c,n,b,t,?,s,s,w
p,f,y,n,f,s,f,c,n,b,t,?,k,k,w
p,x,s,n,f,s,f,c,n,b,t,?,s,s,p
e,k,f,w,f,n,f,w,b,w,e,?,s,s,w
p,f,y,e,f,f,f,c,n,b,t,?,k,k,w
p,x,s,e,f,y,f,c,n,b,t,?,s,k,p
p,x,s,n,f,f,f,c,n,b,t,?,k,s,w
p,f,s,n,f,f,f,c,n,b,t,?,k,s,w
p,k,s,n,f,y,f,c,n,b,t,?,k,k,w
p,k,s,e,f,f,f,c,n,b,t,?,k,s,w
p,k,s,e,f,s,f,c,n,b,t,?,k,s,p
p,x,s,e,f,f,f,c,n,b,t,?,k,k,w
e,b,s,n,f,n,f,c,b,w,e,b,y,y,n
p,k,s,e,f,y,f,c,n,b,t,?,k,s,p
p,x,s,n,f,f,f,c,n,b,t,?,s,s,w
p,x,y,e,f,f,f,c,n,b,t,?,k,k,w
p,f,s,e,f,s,f,c,n,b,t,?,s,s,p
e,b,s,n,f,n,a,c,b,n,e,?,s,s,o
e,k,s,g,f,n,f,w,b,p,e,?,k,k,w
p,k,y,e,f,m,f,c,b,y,e,c,k,y,c
p,k,y,e,f,y,f,c,n,b,t,?,k,s,w
p,f,s,e,f,y,f,c,n,b,t,?,k,k,p
e,k,s,n,f,n,a,c,b,y,e,?,s,s,o
p,f,y,e,f,s,f,c,n,b,t,?,k,s,p
p,k,y,e,f,s,f,c,n,b,t,?,s,k,w
e,k,f,w,f,n,f,w,b,p,e,?,k,s,w
e,x,s,g,f,n,f,w,b,w,e,?,s,k,w
e,k,s,n,f,n,a,c,b,y,e,?,s,s,o
p,k,y,e,f,s,f,c,n,b,t,?,s,s,w
p,k,y,n,f,s,f,c,n,b,t,?,k,s,w
p,k,s,e,f,s,f,c,n,b,t,?,k,s,w
e,x,s,w,f,n,f,w,b,w,e,?,k,k,w
e,k,s,w,f,n,f,w,b,g,e,?,k,k,w
e,k,s,w,f,n,f,w,b,p,e,?,k,s,w
p,k,s,e,f,f,f,c,n,b,t,?,k,s,p
p,x,s,e,f,s,f,c,n,b,t,?,s,s,p
e,k,s,g,f,n,f,w,b,w,e,?,s,k,w
e,x,f,w,f,n,f,w,b,g,e,?,s,k,w
p,k,y,e,f,f,f,c,n,b,t,?,s,k,w
e,b,s,w,f,n,f,w,b,g,e,?,s,s,w
p,k,s,e,f,s,f,c,n,b,t,?,s,s,w
p,f,s,n,f,f,f,c,n,b,t,?,s,k,w
p,f,y,n,f,f,f,c,n,b,t,?,s,k,p
e,k,s,g,f,n,f,w,b,p,e,?,s,k,w
e,x,s,w,f,n,f,w,b,w,e,?,s,s,w
p,f,y,e,f,y,f,c,n,b,t,?,s,s,w
p,x,s,e,f,f,f,c,n,b,t,?,s,s,w
e,x,f,w,f,n,f,w,b,g,e,?,k,k,w
e,k,f,w,f,n,f,w,b,g,e,?,k,k,w
p,f,s,e,f,s,f,c,n,b,t,?,k,k,p
e,f,s,g,t,n,f,c,b,w,e,b,s,s,w
p,k,s,e,f,y,f,c,n,b,t,?,k,s,w
p,x,s,n,f,y,f,c,n,b,t,?,s,k,w
e,k,s,n,f,n,a,c,b,y,e,?,s,s,o
e,x,s,n,f,n,a,c,b,n,e,?,s,s,o
p,k,y,e,f,s,f,c,n,b,t,?,k,s,w
p,x,s,e,f,y,f,c,n,b,t,?,k,s,p
p,x,s,n,f,s,f,c,n,b,t,?,k,s,w
p,k,s,e,f,y,f,c,n,b,t,?,k,k,w
p,x,s,n,f,y,f,c,n,b,t,?,s,k,w
e,k,f,w,f,n,f,w,b,g,e,?,k,s,w
e,k,s,n,f,n,a,c,b,o,e,?,s,s,o
p,k,y,c,f,m,f,c,b,w,e,c,k,y,c
e,x,f,g,f,n,f,w,b,g,e,?,s,s,w
e,x,s,n,f,n,a,c,b,n,e,?,s,s,o
e,x,s,n,f,n,a,c,b,y,e,?,s,s,o
p,k,y,e,f,s,f,c,n,b,t,?,k,s,w
e,k,f,w,f,n,f,w,b,p,e,?,s,s,w
e,x,f,g,f,n,f,w,b,g,e,?,k,s,w
e,f,s,n,f,n,a,c,b,o,e,?,s,s,o
p,k,y,n,f,y,f,c,n,b,t,?,k,k,w
p,k,y,n,f,s,f,c,n,b,t,?,k,s,p
p,f,y,n,f,s,f,c,n,b,t,?,k,s,w
p,f,y,e,f,y,f,c,n,b,t,?,k,s,w
e,k,f,g,f,n,f,w,b,p,e,?,s,k,w
p,f,y,e,f,s,f,c,n,b,t,?,k,k,w
p,f,y,n,f,s,f,c,n,b,t,?,k,s,w
p,k,s,e,f,s,f,c,n,b,t,?,k,s,p
e,k,s,g,f,n,f,w,b,w,e,?,k,k,w
e,b,s,n,f,n,a,c,b,y,e,?,s,s,o
p,k,y,n,f,f,f,c,n,b,t,?,k,k,w
p,x,s,n,f,s,f,c,n,b,t,?,k,s,p
e,b,s,n,f,n,a,c,b,o,e,?,s,s,o
p,k,s,n,f,y,f,c,n,b,t,?,k,s,w
p,k,s,n,f,y,f,c,n,b,t,?,k,k,p
p,k,s,e,f,s,f,c,n,b,t,?,s,k,w
p,f,s,e,f,s,f,c,n,b,t,?,s,s,w
p,x,s,e,f,s,f,c,n,b,t,?,s,s,p
p,x,s,e,f,y,f,c,n,b,t,?,s,s,w
p,x,s,n,f,s,f,c,n,b,t,?,s,s,p
p,k,y,n,f,y,f,c,n,b,t,?,s,k,w
e,x,s,p,t,n,f,c,b,w,e,b,s,s,w
p,f,s,e,f,y,f,c,n,b,t,?,s,k,w
p,x,y,n,f,m,a,c,b,w,e,c,k,y,c
p,k,s,n,f,f,f,c,n,b,t,?,s,s,w
e,k,s,g,f,n,f,w,b,g,e,?,k,k,w
p,k,s,n,f,f,f,c,n,b,t,?,k,s,p
p,f,y,n,f,y,f,c,n,b,t,?,k,k,p
p,k,s,n,f,s,f,c,n,b,t,?,s,k,p
p,k,y,e,f,y,f,c,n,b,t,?,s,k,p
p,f,y,e,f,f,f,c,n,b,t,?,k,s,p
e,f,s,c,t,n,f,c,b,w,e,b,s,s,w
p,f,y,n,f,f,f,c,n,b,t,?,s,k,p
p,k,s,e,f,f,f,c,n,b,t,?,s,k,w
p,x,s,e,f,y,f,c,n,b,t,?,k,s,p
p,f,y,e,f,y,f,c,n,b,t,?,k,k,p
p,x,s,n,f,f,f,c,n,b,t,?,s,s,p
e,f,s,n,f,n,a,c,b,y,e,?,s,s,o
p,f,s,e,f,s,f,c,n,b,t,?,s,k,p
p,x,y,e,f,s,f,c,n,b,t,?,s,k,p
p,x,y,e,f,f,f,c,n,b,t,?,s,k,w
p,x,s,e,f,s,f,c,n,b,t,?,k,k,p
p,k,s,e,f,f,f,c,n,b,t,?,k,k,p
p,x,s,e,f,y,f,c,n,b,t,?,s,s,w
e,b,f,g,f,n,f,w,b,w,e,?,k,s,w
p,k,y,e,f,s,f,c,n,b,t,?,k,s,p
p,k,s,e,f,s,f,c,n,b,t,?,s,k,p
e,k,f,g,f,n,f,w,b,g,e,?,s,s,w
e,f,s,n,f,n,a,c,b,n,e,?,s,s,o
p,f,y,n,f,m,f,c,b,w,e,c,k,y,c
p,k,s,e,f,s,f,c,n,b,t,?,s,k,w
p,f,s,n,f,f,f,c,n,b,t,?,k,k,w
p,k,y,n,f,f,f,c,n,b,t,?,k,k,w
p,k,s,e,f,y,f,c,n,b,t,?,s,s,w
